id_petshop,id_produto,created_at,quantidade
6,8,2019-10-10,-1
3,5,2021-02-20,-5
5,2,2020-06-29,-2
5,14,2021-04-11,-3
1,17,2021-11-18,-1
2,20,2020-01-13,-1
4,8,2020-01-19,-1
1,12,2020-10-12,-5
4,6,2019-10-30,-1
3,15,2021-02-19,-2
6,10,2021-02-09,-4
3,18,2020-07-31,-3
2,7,2021-03-22,-1
2,1,2019-06-05,-3
6,19,2021-06-12,-3
1,22,2022-03-11,-3
2,21,2019-12-26,-5
6,16,2021-03-20,-4
1,6,2021-06-14,-5
1,4,2021-02-20,-1
5,2,2020-12-06,-1
5,20,2021-02-08,-4
2,15,2021-06-17,-2
5,22,2021-10-25,-5
4,6,2019-07-20,-1
2,22,2019-07-23,-1
3,22,2019-11-01,-4
2,9,2022-01-16,-5
5,16,2019-11-03,-3
4,4,2020-12-26,-5
3,13,2019-09-26,-5
6,7,2019-08-02,-3
1,5,2019-06-09,-5
6,23,2019-09-25,-2
3,13,2020-01-28,-1
3,19,2020-11-30,-1
2,11,2020-07-10,-2
3,4,2021-08-20,-2
1,18,2022-04-03,-5
6,5,2022-02-20,-5
6,23,2020-02-17,-2
4,18,2020-01-15,-2
2,4,2019-07-23,-1
3,16,2022-04-24,-2
3,9,2021-09-13,-4
1,2,2019-06-24,-3
1,6,2022-01-12,-3
1,6,2020-01-14,-2
4,11,2020-06-30,-2
2,18,2019-07-14,-3
2,5,2020-01-14,-5
6,23,2019-07-02,-1
5,7,2020-06-27,-4
1,13,2021-01-11,-2
2,20,2021-07-09,-5
6,13,2020-08-27,-3
3,15,2020-01-16,-3
1,5,2020-05-30,-2
5,1,2020-06-23,-5
3,21,2022-02-14,-5
4,9,2019-08-31,-2
1,4,2021-04-24,-3
5,19,2021-05-28,-3
2,5,2020-05-12,-5
3,3,2020-02-03,-4
6,19,2021-04-12,-3
4,9,2022-04-11,-3
1,12,2019-09-02,-5
3,14,2021-10-13,-1
2,4,2022-04-06,-5
2,23,2021-12-07,-5
5,14,2019-08-30,-5
4,12,2019-08-01,-3
5,10,2022-04-14,-2
4,14,2020-09-29,-1
6,13,2019-10-10,-1
2,12,2021-09-12,-5
5,12,2021-09-12,-2
3,9,2020-08-12,-1
3,9,2020-12-16,-4
3,11,2021-04-02,-1
2,15,2021-04-07,-1
4,3,2021-05-18,-5
5,11,2020-02-23,-5
4,13,2019-10-30,-4
1,18,2019-06-19,-3
4,20,2021-09-22,-4
6,16,2021-12-24,-2
4,9,2021-06-17,-3
1,22,2021-02-10,-5
2,13,2020-09-25,-4
3,22,2019-10-22,-4
2,7,2021-02-07,-3
4,1,2022-04-29,-2
1,21,2021-05-09,-2
2,3,2020-06-08,-5
5,15,2021-04-22,-4
5,23,2020-02-29,-4
6,11,2020-06-26,-3
1,10,2021-05-12,-2
6,22,2021-02-19,-1
5,15,2020-11-28,-3
3,13,2019-08-13,-1
6,22,2020-12-24,-1
3,22,2021-10-18,-4
5,12,2019-10-04,-4
3,3,2020-10-28,-2
2,17,2021-04-09,-5
2,2,2021-07-07,-4
5,4,2021-11-09,-5
2,14,2020-07-25,-2
1,19,2019-10-01,-5
5,6,2020-12-19,-5
4,11,2021-01-15,-5
2,21,2021-05-01,-4
1,18,2021-11-17,-2
3,23,2021-09-17,-3
5,4,2020-07-18,-3
2,7,2020-05-10,-3
5,23,2021-12-25,-3
2,19,2020-08-22,-1
2,23,2019-07-11,-4
1,3,2020-11-05,-5
4,17,2021-12-28,-2
5,1,2021-11-07,-1
4,10,2019-10-20,-2
2,5,2021-09-06,-2
3,14,2021-11-13,-4
5,22,2022-03-13,-5
1,14,2019-07-24,-1
1,3,2019-11-16,-1
2,15,2022-04-21,-1
2,17,2022-04-28,-1
4,5,2020-12-02,-2
3,8,2021-05-16,-5
3,21,2020-09-22,-2
4,13,2022-02-24,-3
5,12,2021-10-07,-4
1,18,2021-04-25,-3
3,8,2019-11-27,-3
6,22,2020-08-07,-5
4,4,2021-01-27,-2
4,20,2019-06-20,-4
5,7,2021-05-13,-3
6,17,2021-02-01,-2
4,10,2021-01-30,-5
4,3,2019-08-24,-5
5,6,2019-12-29,-1
3,8,2021-05-16,-2
4,9,2020-06-24,-4
1,2,2020-05-02,-4
6,10,2021-01-09,-4
2,20,2020-01-07,-1
3,1,2022-03-26,-3
4,5,2021-11-10,-4
1,21,2019-06-21,-1
3,13,2021-01-04,-3
3,3,2021-11-03,-5
5,9,2020-07-27,-3
3,23,2020-02-16,-2
4,15,2020-03-04,-3
5,10,2020-12-01,-5
4,8,2021-08-02,-5
1,22,2020-04-11,-5
1,15,2020-06-22,-2
6,14,2019-12-19,-3
4,23,2021-06-19,-4
3,18,2022-01-27,-4
2,17,2019-12-04,-2
1,6,2019-07-31,-5
3,21,2022-03-06,-4
2,8,2020-03-31,-2
4,2,2021-07-02,-4
6,18,2019-08-30,-5
4,5,2022-01-14,-3
1,15,2020-01-23,-4
4,19,2019-08-22,-2
5,17,2020-12-11,-2
5,13,2019-10-23,-2
6,6,2020-04-30,-3
5,10,2022-02-28,-1
3,17,2021-09-22,-1
2,7,2020-05-31,-2
3,11,2021-06-08,-1
2,15,2019-10-25,-5
2,20,2021-07-10,-2
2,4,2022-04-03,-1
2,23,2020-02-11,-3
5,3,2020-02-12,-2
2,21,2020-11-23,-1
2,20,2020-09-03,-2
2,21,2019-10-01,-4
1,21,2020-12-28,-4
5,15,2022-03-28,-2
1,13,2020-05-16,-4
6,7,2021-03-24,-2
4,19,2021-09-23,-5
6,8,2020-09-25,-2
5,2,2020-12-18,-2
6,6,2019-10-22,-2
1,16,2020-02-27,-5
6,2,2020-04-06,-1
3,7,2021-01-09,-2
5,10,2021-01-05,-4
2,10,2020-11-10,-3
3,1,2021-08-17,-3
3,20,2020-08-15,-3
4,12,2019-12-08,-1
5,16,2021-04-04,-5
2,5,2019-06-13,-1
1,9,2019-09-05,-2
2,20,2022-03-03,-4
6,4,2021-05-21,-2
3,16,2021-09-26,-1
4,1,2021-12-31,-1
3,3,2022-04-30,-2
3,5,2022-02-20,-4
6,2,2020-09-08,-5
3,16,2021-04-10,-2
2,7,2020-08-29,-1
2,5,2020-02-22,-5
3,14,2021-03-10,-3
5,8,2020-03-27,-2
2,1,2021-07-21,-2
6,1,2021-11-10,-5
6,20,2021-02-16,-1
4,19,2022-01-18,-3
5,22,2019-12-02,-3
3,16,2021-05-21,-5
3,21,2020-02-17,-2
3,9,2022-03-27,-1
1,6,2020-05-28,-5
2,15,2021-03-12,-3
4,22,2020-06-05,-3
4,16,2022-05-27,-4
2,16,2020-04-10,-1
6,22,2020-08-06,-3
5,15,2020-11-30,-5
5,20,2020-03-08,-4
1,1,2022-02-06,-1
3,18,2019-09-30,-3
4,22,2020-11-09,-2
3,7,2021-05-21,-5
3,20,2021-04-18,-1
3,17,2019-08-15,-3
2,5,2022-02-15,-2
6,18,2020-11-08,-5
3,1,2022-02-10,-1
4,2,2020-03-17,-2
3,2,2019-08-03,-5
4,14,2021-08-12,-3
2,17,2020-08-20,-1
5,10,2019-09-21,-5
2,6,2020-03-29,-3
3,11,2020-07-17,-4
1,5,2021-09-13,-1
3,11,2020-10-27,-4
4,7,2020-12-15,-3
6,17,2020-03-16,-4
3,14,2022-05-23,-3
4,14,2020-01-24,-2
1,16,2020-03-11,-4
6,7,2020-07-01,-4
3,19,2022-04-22,-1
5,7,2022-02-26,-5
1,19,2019-06-04,-2
2,18,2022-05-05,-2
3,11,2021-12-05,-1
6,5,2021-10-20,-5
2,16,2020-07-27,-5
6,13,2019-11-03,-5
4,4,2021-09-04,-5
4,18,2022-01-27,-4
6,13,2019-09-25,-3
5,18,2020-01-12,-2
5,22,2020-05-14,-1
6,3,2021-09-25,-4
1,7,2020-01-25,-3
6,16,2020-03-24,-2
6,15,2020-10-07,-4
6,15,2020-05-03,-5
5,15,2021-10-14,-1
4,9,2021-12-09,-3
4,23,2021-10-07,-1
1,19,2021-10-07,-3
4,21,2021-06-18,-2
4,17,2019-08-07,-4
6,3,2019-11-10,-4
4,2,2020-12-17,-2
6,20,2019-10-23,-3
1,7,2021-12-05,-5
4,20,2021-11-17,-3
2,22,2021-03-21,-1
2,3,2022-05-27,-5
3,16,2019-08-31,-4
1,2,2021-02-04,-1
6,1,2021-07-19,-3
5,2,2019-08-13,-2
6,18,2021-11-25,-4
1,20,2019-06-22,-3
1,4,2020-08-21,-4
6,5,2020-08-06,-2
5,7,2021-07-17,-1
1,11,2021-03-23,-3
2,5,2021-04-10,-5
6,16,2021-07-15,-2
1,8,2022-01-02,-1
6,2,2021-10-27,-5
6,12,2021-07-09,-3
4,6,2021-03-22,-5
1,15,2022-03-19,-2
4,16,2021-04-28,-2
5,3,2020-10-12,-1
6,21,2020-05-21,-2
6,17,2019-09-12,-5
4,23,2019-11-20,-1
6,7,2020-03-02,-4
6,7,2021-07-12,-4
5,15,2019-10-26,-4
5,4,2020-06-02,-1
3,19,2019-12-03,-5
5,20,2019-06-23,-1
4,11,2021-05-15,-1
4,12,2021-06-28,-1
2,13,2019-12-09,-5
5,21,2021-06-10,-4
5,10,2022-04-15,-3
2,6,2020-12-16,-4
3,5,2019-12-06,-4
6,15,2022-02-14,-2
3,8,2021-07-19,-5
4,15,2019-07-10,-5
3,14,2021-09-02,-4
5,1,2020-11-01,-1
1,20,2021-07-22,-1
1,11,2020-05-18,-4
6,13,2021-06-14,-2
4,4,2020-02-07,-3
3,5,2021-12-30,-5
6,14,2021-10-14,-1
2,18,2020-07-25,-4
3,19,2019-07-26,-1
5,18,2020-08-18,-1
3,18,2022-02-03,-5
2,18,2020-09-01,-5
3,17,2019-12-25,-5
1,18,2019-11-26,-5
2,20,2020-02-22,-1
6,22,2020-07-02,-1
2,3,2021-07-15,-1
4,18,2019-10-05,-4
3,4,2021-02-03,-3
4,11,2020-08-06,-3
1,5,2020-05-03,-3
2,7,2019-10-17,-2
5,3,2021-09-21,-1
4,6,2020-11-09,-4
1,9,2021-12-17,-3
6,18,2020-01-19,-4
1,7,2022-03-08,-3
3,5,2020-08-18,-4
1,11,2021-11-06,-1
2,18,2022-01-13,-2
3,1,2021-02-11,-4
6,11,2019-10-16,-1
1,21,2021-05-12,-1
4,8,2021-12-14,-3
5,18,2021-02-02,-5
2,10,2021-08-11,-3
5,9,2022-05-25,-5
1,21,2019-09-30,-5
2,23,2022-01-23,-3
1,21,2021-10-29,-2
1,14,2021-04-21,-2
4,6,2020-12-15,-4
5,18,2019-12-24,-4
3,18,2020-01-16,-4
4,17,2022-01-31,-4
1,7,2021-07-01,-1
6,12,2020-10-11,-2
2,10,2021-11-12,-2
2,10,2021-12-13,-3
4,10,2021-07-28,-5
1,23,2022-02-19,-3
1,11,2021-08-04,-5
6,7,2020-08-16,-2
2,15,2022-02-28,-3
1,19,2021-09-05,-2
5,23,2020-09-28,-1
6,2,2021-11-29,-3
4,8,2020-05-07,-2
2,16,2021-03-20,-3
3,12,2020-06-14,-4
4,16,2021-08-23,-5
1,16,2021-10-14,-3
1,13,2022-04-16,-1
5,9,2019-08-18,-1
3,9,2021-12-24,-2
2,11,2019-07-15,-2
3,7,2021-02-13,-4
4,19,2022-02-06,-3
6,9,2020-06-12,-5
1,18,2022-04-16,-5
1,8,2020-02-20,-1
5,5,2021-12-13,-5
5,18,2019-11-01,-2
6,8,2021-06-10,-5
3,12,2020-11-04,-1
4,9,2021-05-27,-3
6,7,2021-09-10,-3
5,5,2021-09-12,-2
3,22,2020-07-18,-2
1,22,2020-12-15,-1
4,2,2020-03-21,-1
4,22,2021-07-06,-5
2,23,2021-08-25,-4
4,8,2021-05-26,-1
3,23,2021-04-18,-5
1,9,2021-05-19,-5
6,8,2021-09-10,-1
4,10,2020-07-07,-3
1,12,2022-03-23,-2
6,21,2019-07-02,-1
4,3,2020-08-18,-3
4,8,2020-05-03,-5
6,15,2021-10-23,-3
3,7,2019-10-11,-5
1,7,2022-03-02,-3
3,18,2021-02-08,-2
1,15,2019-10-01,-2
1,10,2021-01-11,-5
3,8,2020-12-01,-2
1,22,2020-03-14,-4
5,16,2020-08-28,-2
3,18,2020-07-09,-5
3,6,2021-03-27,-4
4,15,2021-12-10,-1
6,8,2020-06-26,-1
5,22,2022-04-20,-3
5,5,2020-05-28,-3
3,10,2020-02-16,-3
5,10,2019-07-13,-1
1,5,2022-04-29,-2
4,16,2022-02-07,-3
1,2,2021-04-10,-1
3,12,2020-02-07,-2
5,8,2020-09-28,-3
2,13,2021-09-28,-1
6,12,2021-11-03,-2
5,22,2019-09-10,-4
1,11,2021-11-17,-1
6,13,2022-02-01,-5
1,6,2020-04-15,-2
6,7,2021-09-22,-5
5,3,2019-07-29,-3
5,23,2019-08-14,-5
4,22,2022-05-15,-4
2,21,2019-12-23,-3
1,5,2022-03-13,-2
5,16,2021-07-07,-4
4,10,2020-11-19,-2
6,1,2020-08-21,-2
6,21,2019-10-13,-5
2,1,2020-01-25,-3
2,20,2019-08-05,-2
3,5,2022-03-25,-3
6,10,2020-11-27,-2
5,17,2021-09-21,-3
3,9,2020-01-18,-4
1,9,2022-01-08,-2
3,12,2022-04-14,-5
3,15,2021-12-08,-3
4,16,2021-12-27,-4
5,6,2021-04-25,-2
5,9,2022-01-05,-5
4,10,2019-08-27,-4
3,22,2021-10-08,-1
3,5,2020-01-27,-4
2,16,2022-04-07,-3
5,7,2020-07-14,-4
6,9,2022-02-05,-4
5,18,2021-09-03,-5
6,12,2022-04-29,-3
2,23,2021-01-10,-4
1,10,2021-02-20,-3
6,1,2020-04-14,-4
1,13,2020-05-08,-5
6,21,2021-09-13,-3
5,11,2020-07-01,-2
4,5,2020-11-23,-5
6,2,2020-11-13,-4
5,4,2022-02-13,-5
1,15,2021-03-12,-1
6,15,2020-03-10,-4
4,9,2019-09-10,-2
5,20,2020-04-19,-1
5,1,2019-09-03,-2
6,19,2022-01-25,-2
4,11,2020-08-11,-3
4,10,2022-04-25,-4
1,7,2020-02-09,-3
6,14,2019-09-03,-3
2,18,2020-07-08,-4
4,1,2019-07-31,-2
1,17,2021-06-13,-3
2,5,2020-07-05,-2
6,6,2019-12-30,-1
1,23,2020-08-30,-4
1,22,2022-03-18,-5
1,5,2021-05-18,-2
5,12,2022-03-16,-3
3,10,2020-07-26,-5
2,8,2020-02-08,-5
4,22,2021-03-17,-3
5,18,2022-02-25,-5
2,3,2021-02-14,-2
3,9,2021-04-24,-3
3,22,2019-10-22,-3
1,15,2020-05-24,-1
3,22,2019-11-21,-4
5,10,2021-08-17,-1
6,18,2022-04-21,-5
3,6,2019-07-05,-5
4,16,2022-03-14,-2
5,4,2021-05-03,-2
3,2,2021-10-16,-4
2,21,2020-01-10,-1
4,11,2019-12-20,-1
6,5,2020-10-08,-2
5,19,2022-04-25,-5
1,21,2019-08-11,-3
2,15,2019-11-29,-1
5,10,2020-03-22,-2
3,8,2021-07-05,-2
3,5,2021-12-27,-3
2,9,2021-05-15,-4
3,23,2020-08-01,-1
6,10,2019-11-14,-2
4,18,2020-06-14,-4
5,12,2020-09-12,-4
6,19,2022-01-01,-3
2,15,2021-01-02,-4
5,19,2022-03-09,-2
2,18,2021-06-17,-2
4,12,2020-01-09,-1
5,20,2019-08-08,-2
2,18,2020-07-26,-1
2,20,2020-10-01,-4
4,4,2019-12-18,-5
5,1,2020-12-28,-1
4,12,2021-10-31,-1
3,1,2019-10-20,-1
3,13,2019-08-23,-5
4,18,2019-11-19,-1
4,22,2021-03-24,-2
4,21,2020-08-04,-3
3,5,2020-08-22,-2
1,5,2021-06-15,-1
1,18,2022-02-22,-2
3,16,2021-01-26,-3
4,12,2021-02-01,-1
3,21,2021-11-26,-5
3,3,2021-04-24,-2
4,21,2020-03-25,-4
1,17,2020-01-17,-4
6,13,2020-01-18,-2
4,9,2020-02-13,-3
6,20,2019-07-17,-1
4,1,2021-11-08,-3
2,18,2019-08-28,-3
5,11,2020-10-24,-2
1,8,2019-08-13,-2
4,1,2020-05-27,-1
5,11,2021-05-10,-2
1,22,2020-01-06,-2
1,23,2021-03-20,-5
1,23,2021-12-30,-2
3,14,2020-07-07,-5
4,9,2019-09-23,-2
4,5,2021-12-08,-5
3,11,2021-07-04,-1
4,1,2021-04-18,-1
3,20,2020-11-16,-2
1,17,2019-09-06,-1
1,9,2020-08-10,-3
2,18,2019-10-20,-4
3,15,2020-05-15,-4
1,10,2019-06-30,-4
1,7,2022-03-11,-5
3,20,2020-06-14,-3
4,9,2019-08-19,-2
3,8,2020-08-09,-4
6,18,2022-02-13,-1
6,4,2019-11-11,-2
4,15,2019-07-10,-5
2,19,2020-03-01,-1
2,11,2021-08-29,-3
3,21,2021-07-22,-4
4,3,2019-07-30,-3
2,14,2022-01-10,-4
6,11,2020-06-21,-5
1,17,2019-08-19,-3
5,7,2021-01-03,-2
3,11,2021-12-24,-1
1,10,2021-08-22,-4
6,22,2019-10-11,-2
4,10,2021-02-02,-5
4,14,2020-11-30,-3
1,23,2019-10-01,-5
1,20,2021-04-15,-2
5,10,2020-06-05,-3
2,22,2021-10-27,-1
2,6,2019-09-02,-2
3,14,2020-09-18,-3
4,13,2021-01-25,-3
5,14,2022-04-15,-2
3,1,2019-05-31,-1
2,13,2020-04-07,-4
2,14,2021-11-09,-2
5,13,2021-12-20,-4
2,11,2019-10-28,-1
2,11,2019-06-08,-5
6,18,2020-05-04,-2
2,18,2020-01-27,-4
4,17,2021-08-12,-3
3,19,2021-06-13,-4
6,7,2021-01-25,-1
1,15,2020-10-26,-1
1,12,2020-08-27,-4
3,9,2019-10-26,-2
5,11,2020-03-15,-1
3,14,2019-06-30,-5
6,2,2020-04-01,-5
3,18,2021-06-29,-3
4,21,2020-04-07,-5
5,2,2020-03-05,-3
5,17,2022-01-10,-1
2,23,2020-03-20,-2
4,13,2020-02-09,-4
3,12,2019-06-23,-5
4,23,2021-06-14,-1
2,10,2021-06-12,-3
2,3,2021-05-01,-3
6,22,2021-07-28,-5
2,17,2021-09-23,-4
1,4,2020-04-15,-1
6,23,2019-11-21,-3
1,2,2019-10-28,-4
3,3,2020-12-14,-1
3,5,2020-11-27,-2
5,16,2021-02-13,-1
1,23,2022-04-01,-3
1,23,2021-03-24,-4
4,14,2021-11-20,-5
1,13,2021-01-21,-4
2,2,2022-03-28,-2
2,10,2021-11-11,-1
2,15,2020-12-18,-3
1,20,2019-08-30,-5
1,6,2021-12-24,-5
6,10,2020-05-09,-1
1,22,2021-10-16,-4
5,19,2020-11-15,-5
5,14,2021-05-07,-2
3,20,2021-11-10,-4
6,18,2022-04-22,-5
1,10,2019-07-10,-5
5,12,2020-04-14,-2
6,20,2022-01-07,-3
1,18,2019-07-17,-3
1,3,2020-04-19,-4
2,4,2022-01-14,-3
2,8,2021-12-01,-2
1,12,2020-05-09,-5
5,13,2020-01-19,-5
6,20,2022-03-03,-2
6,3,2021-02-20,-5
4,22,2022-05-11,-2
5,1,2019-06-22,-1
3,18,2020-10-04,-3
5,18,2019-11-02,-3
4,8,2019-07-03,-4
5,13,2021-06-24,-5
3,17,2021-03-16,-4
3,4,2021-10-18,-2
3,9,2021-09-08,-2
6,5,2020-05-13,-3
2,2,2021-05-21,-2
3,7,2021-01-17,-5
2,11,2020-02-18,-1
2,9,2021-06-07,-2
5,20,2020-01-21,-3
3,13,2021-02-03,-1
4,23,2020-12-15,-4
6,13,2021-08-07,-2
5,16,2021-03-10,-3
6,6,2022-04-23,-4
1,10,2020-03-19,-4
6,5,2019-09-04,-2
3,6,2019-06-22,-5
4,5,2022-04-19,-5
3,13,2022-02-16,-2
5,6,2019-08-18,-4
5,5,2021-06-15,-2
4,20,2021-04-20,-5
1,13,2021-09-05,-2
6,18,2021-02-03,-3
5,2,2019-06-10,-5
2,23,2021-01-20,-2
2,14,2019-09-09,-3
5,15,2020-09-28,-3
3,20,2019-12-25,-5
6,9,2019-12-28,-5
3,18,2021-10-31,-1
1,12,2021-10-23,-4
2,16,2020-08-13,-3
6,18,2020-02-28,-3
3,15,2020-05-28,-4
4,20,2020-03-10,-4
2,6,2022-05-22,-3
1,14,2020-06-13,-1
1,18,2020-06-26,-1
3,11,2019-08-09,-2
3,21,2020-04-20,-3
6,6,2021-09-14,-5
4,11,2020-02-01,-3
2,17,2021-07-25,-2
1,19,2019-12-12,-3
5,1,2021-01-19,-5
2,18,2022-05-13,-5
1,13,2021-05-28,-3
3,11,2021-05-21,-1
3,4,2021-05-06,-2
1,21,2020-12-15,-5
6,9,2021-03-08,-4
5,7,2021-05-16,-4
2,17,2021-06-07,-2
1,9,2021-12-04,-2
1,1,2019-07-28,-5
1,8,2019-10-18,-4
2,1,2020-05-04,-4
6,19,2020-06-22,-2
1,7,2020-06-17,-3
3,10,2020-06-27,-4
1,13,2021-03-10,-5
1,19,2020-06-11,-3
5,21,2021-03-28,-5
4,19,2020-11-12,-5
4,21,2021-12-07,-5
6,2,2019-09-19,-2
2,16,2020-08-21,-2
3,3,2020-06-30,-2
1,7,2020-02-04,-5
5,22,2021-05-07,-4
3,16,2019-10-24,-2
4,6,2021-10-29,-4
4,23,2021-08-18,-3
3,16,2020-02-11,-2
5,6,2019-09-20,-5
4,19,2019-06-08,-4
5,11,2020-03-09,-5
4,4,2020-10-09,-5
1,11,2021-03-04,-5
5,11,2021-11-29,-5
1,1,2021-04-07,-3
6,21,2020-12-01,-1
6,10,2019-10-31,-2
3,22,2022-03-16,-1
5,14,2022-02-07,-5
3,6,2021-09-04,-5
5,15,2021-10-13,-5
2,2,2020-04-19,-5
3,7,2020-02-17,-5
5,22,2022-04-21,-2
3,22,2020-11-27,-2
1,11,2020-07-05,-4
2,8,2019-08-29,-2
3,8,2021-03-02,-2
4,2,2021-11-22,-4
1,7,2021-04-12,-5
3,1,2020-07-05,-2
5,23,2020-12-31,-5
1,7,2022-02-23,-2
3,18,2021-03-29,-4
4,11,2020-03-10,-5
4,17,2022-04-05,-4
5,21,2019-05-30,-5
3,14,2020-04-28,-1
5,13,2020-09-18,-2
6,8,2021-04-24,-3
6,11,2019-11-15,-5
5,2,2020-12-06,-1
5,7,2021-12-09,-1
4,12,2022-01-31,-5
3,19,2019-07-24,-2
4,16,2019-11-07,-5
2,23,2021-02-02,-4
2,16,2021-06-22,-2
5,7,2022-04-08,-3
2,7,2019-06-20,-5
3,1,2020-05-30,-4
1,1,2019-11-28,-4
6,19,2019-07-07,-3
2,7,2019-09-23,-1
3,12,2020-12-13,-4
3,4,2022-04-20,-4
2,10,2021-08-08,-1
5,6,2019-08-09,-4
2,11,2021-04-09,-5
5,14,2020-08-13,-1
3,16,2020-03-15,-5
2,16,2019-05-31,-2
2,10,2019-11-24,-3
6,9,2020-12-21,-4
6,4,2020-08-22,-4
4,17,2021-03-27,-5
5,7,2022-05-14,-2
5,16,2021-09-19,-4
4,22,2021-03-02,-3
1,12,2020-03-17,-4
6,10,2022-04-21,-3
2,14,2022-04-24,-2
5,15,2021-05-14,-4
6,22,2020-03-28,-1
5,21,2019-12-01,-1
3,17,2021-07-18,-3
6,17,2021-11-17,-2
6,15,2019-11-06,-2
5,14,2020-03-30,-2
5,16,2019-08-15,-2
2,6,2019-05-29,-5
4,12,2020-12-11,-3
2,21,2020-07-24,-2
1,8,2020-11-07,-1
6,14,2020-11-26,-2
1,1,2019-11-16,-3
2,6,2020-12-08,-2
3,18,2021-09-14,-2
3,22,2020-02-17,-4
5,17,2021-04-13,-1
1,1,2020-10-29,-4
1,8,2021-07-29,-4
5,10,2022-01-31,-1
1,19,2022-03-19,-3
4,6,2021-08-20,-4
1,7,2020-09-28,-1
6,21,2021-05-08,-2
3,22,2021-09-09,-5
1,22,2021-02-23,-1
2,13,2019-12-26,-3
2,10,2019-12-03,-2
2,21,2019-10-12,-1
4,20,2019-06-18,-4
5,7,2021-04-15,-5
1,17,2021-05-08,-5
5,6,2021-10-10,-5
5,15,2020-03-07,-4
2,5,2021-09-26,-5
3,19,2022-05-17,-4
4,4,2021-11-24,-2
4,4,2021-12-17,-1
1,16,2019-09-08,-4
3,23,2020-04-12,-3
6,19,2020-03-05,-2
4,8,2021-11-12,-1
2,15,2020-12-14,-1
1,12,2022-02-24,-2
1,21,2021-03-03,-3
3,7,2020-06-01,-5
5,6,2021-03-12,-2
2,20,2021-08-21,-5
1,9,2020-02-18,-5
5,12,2022-04-23,-5
3,19,2019-10-08,-2
1,16,2021-11-04,-5
4,10,2020-12-16,-4
5,14,2020-05-22,-5
2,11,2021-11-19,-5
4,1,2022-05-05,-2
6,14,2021-07-01,-5
3,1,2021-08-05,-3
6,1,2020-08-06,-5
6,20,2020-03-29,-4
4,6,2020-01-26,-1
5,9,2020-06-06,-5
5,23,2021-05-09,-3
6,6,2020-10-25,-5
6,9,2021-10-21,-4
4,9,2019-12-22,-4
4,5,2021-01-07,-2
6,6,2021-05-24,-3
2,11,2022-02-17,-1
1,21,2021-12-09,-1
2,15,2021-08-15,-3
2,1,2021-04-04,-1
3,6,2020-07-09,-3
6,12,2022-04-30,-5
4,16,2021-01-06,-2
4,18,2021-07-06,-4
2,18,2019-10-02,-5
2,15,2019-08-26,-1
6,23,2020-05-20,-4
5,14,2021-10-02,-4
4,20,2020-12-19,-2
2,10,2021-08-31,-4
1,13,2021-03-11,-1
5,22,2021-03-23,-1
3,13,2020-10-13,-3
6,14,2021-04-01,-5
2,15,2020-01-19,-4
4,17,2022-04-24,-4
3,1,2021-08-15,-1
2,19,2020-06-09,-2
4,15,2021-08-31,-1
3,9,2019-11-04,-3
5,4,2021-07-22,-3
3,2,2022-02-09,-3
4,13,2020-02-18,-2
4,5,2021-05-29,-3
3,11,2019-10-11,-1
3,7,2021-03-09,-3
1,1,2020-07-09,-1
4,20,2020-05-11,-3
5,23,2020-10-30,-3
5,7,2019-11-08,-4
6,13,2021-09-19,-2
6,4,2020-03-24,-3
1,23,2020-12-14,-3
5,5,2022-02-19,-4
5,14,2019-07-20,-4
3,6,2021-02-17,-4
2,20,2020-05-11,-1
6,15,2020-09-26,-2
5,6,2021-03-19,-4
1,21,2020-08-24,-5
2,10,2020-05-08,-4
5,21,2021-07-30,-3
1,23,2021-01-18,-4
5,11,2019-09-03,-5
4,15,2020-10-02,-4
2,5,2019-11-16,-1
6,21,2021-09-06,-2
2,12,2021-11-06,-5
3,8,2021-12-23,-5
1,19,2019-11-14,-5
1,3,2019-06-07,-3
5,12,2021-01-23,-3
2,15,2021-02-07,-5
4,2,2020-12-20,-4
4,17,2019-11-29,-2
1,8,2021-02-27,-3
5,9,2022-01-12,-2
3,12,2020-08-13,-1
2,19,2019-12-26,-2
2,13,2019-09-03,-1
1,10,2022-01-29,-4
5,7,2020-06-07,-5
6,6,2022-02-13,-4
4,16,2019-06-18,-5
3,1,2019-07-18,-4
4,8,2021-08-06,-3
2,23,2022-01-02,-2
2,13,2019-06-10,-5
3,7,2022-04-13,-4
4,19,2021-03-21,-4
2,5,2020-01-27,-5
5,18,2020-08-25,-3
2,6,2020-11-29,-2
4,6,2020-10-17,-5
3,17,2022-03-14,-1
6,22,2019-09-24,-1
3,20,2019-08-20,-3
2,7,2021-08-20,-2
4,21,2019-08-01,-3
5,13,2020-08-01,-2
4,23,2021-03-29,-2
2,14,2020-06-15,-4
4,4,2021-12-17,-1
2,18,2022-01-02,-2
5,18,2020-09-15,-4
5,11,2020-05-01,-3
5,22,2022-02-03,-3
3,6,2021-04-03,-5
1,21,2020-10-03,-4
4,20,2021-12-06,-3
3,23,2021-06-07,-5
6,4,2020-04-23,-3
1,23,2020-02-24,-5
4,23,2020-01-25,-3
5,14,2019-12-27,-1
3,17,2019-12-19,-4
6,1,2021-09-23,-3
5,9,2020-04-04,-1
3,14,2020-04-30,-5
6,13,2021-08-09,-5
1,4,2020-07-14,-1
4,15,2021-05-27,-5
3,22,2020-09-18,-5
